game_id,offense,last_drive_q2_clock,last_drive_q2_play_id,last_drive_q2,last_drive_end_event_q2,next_drive_q3_play_id,next_drive_q3,next_drive_end_event_q3
22481,CADA,04:08,4507147,6.0,FIELD GOAL,4508863,7.0,PUNT
22481,SDST,09:28,4506119,6.0,TOUCHDOWN,4509195,7.0,INTERCEPTION
22482,MSVA,00:29,4531110,9.0,END OF HALF,4531120,10.0,PUNT
22482,TNAP,02:33,4531103,8.0,FIELD GOAL,4531112,9.0,PUNT
22483,TXAC,04:53,4508360,5.0,INTERCEPTION,4509198,6.0,PUNT
22483,TXPV,00:47,4508775,6.0,FIELD GOAL,4509323,7.0,PUNT
22484,LAGR,01:47,4532667,8.0,TOUCHDOWN,4532687,9.0,PUNT
22484,LANW,01:26,4532670,8.0,END OF HALF,4532674,9.0,TOUCHDOWN
22485,ILST,01:06,4514183,7.0,INTERCEPTION,4514567,8.0,DOWNS
22485,INVA,06:16,4513767,7.0,MISSED FG,4514468,8.0,INTERCEPTION
22486,MDMO,03:42,4507216,6.0,PUNT,4508430,7.0,TOUCHDOWN
22486,MDTO,01:08,4507584,6.0,END OF HALF,4507931,7.0,TOUCHDOWN
22487,NCCE,04:07,4505502,4.0,DOWNS,4506885,5.0,TOUCHDOWN
22487,NCWS,00:49,4506067,5.0,END OF HALF,4508365,6.0,PUNT
22488,NCAT,02:58,4498414,6.0,END OF HALF,4498983,7.0,PUNT
22488,NDST,06:27,4497934,6.0,TOUCHDOWN,4499311,7.0,PUNT
22489,NECH,01:39,4531291,7.0,PUNT,4532547,8.0,INTERCEPTION-TD
22489,UTDX,00:45,4531295,8.0,MISSED FG,4532566,9.0,PUNT
22490,TNTC,00:02,4512456,8.0,END OF HALF,4512794,9.0,FIELD GOAL
22490,TXEA,03:01,4511969,8.0,FIELD GOAL,4512526,9.0,DOWNS
22491,ILEA,03:40,4530973,6.0,DOWNS,4531335,7.0,PUNT
22491,TNCH,08:58,4530962,5.0,PUNT,4531330,6.0,TOUCHDOWN
22492,SCCI,00:49,4500137,4.0,END OF HALF,4500960,5.0,PUNT
22492,TNEA,03:50,4499228,3.0,TOUCHDOWN,4500619,4.0,PUNT
22493,PABU,01:13,4530417,8.0,DOWNS,4530443,9.0,DOWNS
22493,VAMI,00:22,4530432,8.0,END OF HALF,4530458,9.0,FIELD GOAL
22494,DCGT,01:04,4501732,6.0,FIELD GOAL,4502901,7.0,DOWNS
22494,PALE,03:17,4501389,5.0,TOUCHDOWN,4502416,6.0,TOUCHDOWN
22495,INBU,03:51,4506913,6.0,TOUCHDOWN,4508279,7.0,TOUCHDOWN
22495,INTA,00:09,4507895,7.0,END OF HALF,4509033,8.0,PUNT
22496,IADR,00:27,4495788,8.0,END OF HALF,4495931,9.0,FUMBLE-TD
22496,MORO,00:58,4495639,8.0,TOUCHDOWN,4496546,9.0,PUNT
22497,CTCE,06:07,4531638,5.0,FIELD GOAL,4531791,6.0,INTERCEPTION
22497,CTSH,01:18,4531750,6.0,END OF HALF,4531794,7.0,PUNT
22498,NCCM,04:35,4508983,4.0,TOUCHDOWN,4512092,5.0,PUNT
22498,VAWM,00:42,4510533,5.0,END OF HALF,4513005,6.0,TOUCHDOWN
22499,NHUN,10:46,4507396,3.0,TOUCHDOWN,4509974,4.0,PUNT
22499,NYAB,04:35,4508651,4.0,FIELD GOAL,4511526,5.0,TOUCHDOWN
22500,DEST,03:28,4510806,7.0,MISSED FG,4511722,8.0,FUMBLE
22500,DEUN,00:39,4511116,6.0,END OF HALF,4511384,7.0,DOWNS
22501,ALTU,01:01,4531746,7.0,PUNT,4533387,8.0,FIELD GOAL
22501,VAHI,05:50,4531708,6.0,INTERCEPTION,4533375,7.0,TOUCHDOWN
22502,MEUN,03:29,4494328,6.0,PUNT,4494761,7.0,PUNT
22502,NYCG,01:38,4494455,6.0,END OF HALF,4494612,7.0,PUNT
22503,NYCW,02:06,4499872,6.0,TOUCHDOWN,4501420,7.0,FUMBLE
22503,PAVI,00:01,4501290,7.0,END OF HALF,4501531,8.0,TOUCHDOWN
22504,FLBC,05:05,4531047,6.0,MISSED FG,4532320,7.0,PUNT
22504,SCST,06:40,4531043,5.0,DOWNS,4532094,6.0,FIELD GOAL
22505,MSJA,00:40,4509969,5.0,END OF HALF,4510371,6.0,DOWNS
22505,TNAI,02:30,4509488,5.0,PUNT,4511180,6.0,PUNT
22506,ILSO,02:51,4509026,5.0,PUNT,4510458,6.0,TOUCHDOWN
22506,MOSE,00:33,4509452,5.0,MISSED FG,4510195,6.0,PUNT
22507,RIBT,01:08,4511158,7.0,TOUCHDOWN,4511778,8.0,DOWNS
22507,RIUN,00:28,4511347,7.0,END OF HALF,4511461,8.0,DOWNS
22508,SCPR,04:00,4530068,6.0,TOUCHDOWN,4530231,7.0,INTERCEPTION
22508,VALY,00:45,4530125,6.0,END OF HALF,4530253,7.0,PUNT
22509,NJMO,00:16,4531783,8.0,END OF HALF,4531799,9.0,DOWNS
22509,NYFO,02:32,4531770,8.0,TOUCHDOWN,4531810,9.0,TOUCHDOWN
22510,OHDA,01:34,4495786,7.0,END OF HALF,4496534,8.0,PUNT
22510,OHYO,05:04,4495492,6.0,PUNT,4496082,7.0,MISSED FG
22511,MITC,00:13,4532186,7.0,END OF HALF,4532202,8.0,PUNT
22511,MNST,04:41,4532133,6.0,TOUCHDOWN,4532212,7.0,FUMBLE
22512,IANO,09:29,4501033,3.0,TOUCHDOWN,4502995,4.0,FIELD GOAL
22512,NDUN,05:52,4501858,4.0,MISSED FG,4504251,5.0,TOUCHDOWN
22513,PASF,00:16,4505596,6.0,END OF HALF,4505871,7.0,PUNT
22513,VARI,01:35,4505162,6.0,FUMBLE,4506546,7.0,FIELD GOAL
22514,FLSS,01:25,4507924,6.0,PUNT,4510576,7.0,TOUCHDOWN
22514,LALC,00:15,4508502,6.0,END OF HALF,4510412,7.0,PUNT
22515,FLAM,01:30,4531692,6.0,END OF HALF,4532117,7.0,FIELD GOAL
22515,GAAL,02:40,4531673,5.0,PUNT,4532078,6.0,PUNT
22516,MAAS,00:38,4490813,8.0,END OF HALF,4490826,9.0,PUNT
22516,MAMK,01:33,4490801,7.0,PUNT,4490839,8.0,FIELD GOAL
22517,ALNO,02:20,4532902,6.0,TOUCHDOWN,4532914,7.0,PUNT
22517,VACV,00:05,4532912,7.0,END OF HALF,4532920,8.0,PUNT
22518,MOLW,00:18,4531306,6.0,END OF HALF,4531308,7.0,DOWNS
22518,TXHT,00:52,4530901,6.0,DOWNS,4531317,7.0,FUMBLE
22519,NCBA,00:06,4532775,5.0,END OF HALF,4532789,6.0,PUNT
22519,NCDA,03:44,4532503,4.0,TOUCHDOWN,4532807,5.0,DOWNS
22520,CTPO,03:35,4531208,8.0,FUMBLE,4531823,9.0,INTERCEPTION
22520,MAST,03:53,4531201,7.0,TOUCHDOWN,4531801,8.0,TOUCHDOWN
22521,KYTM,01:39,4493293,5.0,INTERCEPTION,4493791,6.0,PUNT
22521,PADU,00:17,4493465,6.0,FIELD GOAL,4493951,7.0,PUNT
22522,ARPB,00:11,4513495,7.0,END OF HALF,4514012,8.0,FIELD GOAL
22522,TXNA,02:24,4513339,8.0,PUNT,4513814,9.0,DOWNS
22523,MAHA,02:22,4533692,6.0,MISSED FG,4533832,7.0,PUNT
22523,MAMK,00:38,4533728,6.0,END OF HALF,4533816,7.0,PUNT
22524,CASL,04:37,4539711,5.0,PUNT,4540767,6.0,INTERCEPTION
22524,SDVE,02:11,4539980,6.0,MISSED FG,4540909,7.0,PUNT
22525,IADR,03:31,4540521,5.0,INTERCEPTION,4541736,6.0,PUNT
22525,IDUN,02:17,4540776,5.0,FIELD GOAL,4541502,6.0,PUNT
22526,ARCE,02:07,4568940,5.0,PUNT,4568963,6.0,PUNT
22526,IDST,01:13,4568949,6.0,DOWNS,4568983,7.0,FUMBLE-TD
22527,INST,01:00,4571207,7.0,END OF HALF,4571264,8.0,PUNT
22527,MTUN,01:44,4571198,5.0,PUNT,4571232,6.0,TOUCHDOWN
22528,AZNO,01:25,4542770,6.0,TOUCHDOWN,4543344,7.0,PUNT
22528,NDUN,00:28,4543173,5.0,END OF HALF,4543235,6.0,PUNT
22529,CONO,02:53,4571820,5.0,MISSED FG,4571866,6.0,FUMBLE
22529,TXLA,00:24,4571860,7.0,END OF HALF,4571890,8.0,PUNT
22530,CADA,04:34,4552481,5.0,TOUCHDOWN,4552965,6.0,MISSED FG
22530,CASU,00:52,4552777,6.0,END OF HALF,4553102,7.0,TOUCHDOWN
22531,RIBR,01:48,4539209,6.0,INTERCEPTION,4540328,7.0,TOUCHDOWN
22531,RIBT,00:20,4539761,5.0,END OF HALF,4539868,6.0,TOUCHDOWN
22532,NYCL,00:44,4570450,7.0,FIELD GOAL,4570528,8.0,PUNT
22532,NYMR,01:46,4570400,6.0,DOWNS,4570496,7.0,INTERCEPTION-TD
22533,NYCN,01:56,4541311,6.0,END OF HALF,4541607,7.0,PUNT
22533,VAMI,03:43,4541044,7.0,PUNT,4542224,8.0,PUNT
22534,INVA,00:06,4570623,5.0,END OF HALF,4570652,6.0,FIELD GOAL
22534,NHDA,01:41,4570586,4.0,PUNT,4570635,5.0,PUNT
22535,KYEA,00:51,4550510,7.0,END OF HALF,4551287,8.0,FIELD GOAL
22535,SCCH,01:14,4550335,6.0,TOUCHDOWN,4550796,7.0,INTERCEPTION
22536,ALNO,00:33,4546901,6.0,END OF HALF,4547498,7.0,PUNT
22536,TNCH,04:14,4546247,5.0,TOUCHDOWN,4547129,6.0,PUNT
22537,ILEA,01:04,4571591,6.0,INTERCEPTION,4571645,7.0,INTERCEPTION-TD
22537,ILST,04:37,4571537,4.0,PUNT,4571617,5.0,PUNT
22538,CTSH,02:32,4537569,7.0,PUNT,4538279,8.0,PUNT
22538,MDMO,01:00,4537771,7.0,END OF HALF,4538105,8.0,PUNT
22539,VAHI,03:45,4541202,5.0,MISSED FG,4542101,6.0,TOUCHDOWN
22539,VANO,06:15,4540976,5.0,PUNT,4542275,6.0,INTERCEPTION
22540,NCCE,00:34,4548025,4.0,END OF HALF,4548296,5.0,TOUCHDOWN
22540,NHUN,04:49,4547167,5.0,TOUCHDOWN,4549237,6.0,FUMBLE
22541,INBU,01:03,4548884,5.0,PUNT,4549320,6.0,PUNT
22541,SDST,00:09,4549229,7.0,END OF HALF,4549801,8.0,FIELD GOAL
22542,TXIW,02:41,4569934,6.0,DOWNS,4569959,7.0,TOUCHDOWN
22542,TXPV,00:19,4569956,7.0,END OF HALF,4569995,8.0,PUNT
22543,UTDX,07:39,4549664,7.0,MISSED FG,4550644,8.0,PUNT
22543,UTWB,01:07,4550397,7.0,,4550848,8.0,PUNT
22544,TXEA,01:06,4552971,5.0,PUNT,4553181,6.0,PUNT
22544,TXSH,03:54,4552612,5.0,DOWNS,4553329,6.0,INTERCEPTION-TD
22545,ILWE,00:37,4546163,8.0,INTERCEPTION,4546698,9.0,PUNT
22545,UTSO,01:17,4545877,8.0,DOWNS,4546955,9.0,PUNT
22546,LANI,00:13,4545080,7.0,MISSED FG,4546906,8.0,FIELD GOAL
22546,MOSE,00:52,4544884,6.0,PUNT,4546179,7.0,TOUCHDOWN
22547,CTCE,00:05,4568435,9.0,END OF HALF,4568686,10.0,TOUCHDOWN
22547,LASE,01:05,4568378,7.0,TOUCHDOWN,4568672,8.0,FIELD GOAL
22548,GAME,12:10,4546862,3.0,FUMBLE,4549970,4.0,TOUCHDOWN
22548,SCCI,06:34,4548331,5.0,MISSED FG,4550339,6.0,PUNT
22549,SCFU,01:05,4569712,7.0,TOUCHDOWN,4569721,8.0,PUNT
22549,TNEA,00:22,4569719,8.0,END OF HALF,4569725,9.0,PUNT
22550,ALSM,02:24,4570454,7.0,PUNT,4570615,8.0,PUNT
22550,TNTC,00:51,4570488,9.0,END OF HALF,4570626,10.0,PUNT
22551,NCWE,02:29,4571659,7.0,TOUCHDOWN,4571697,8.0,TOUCHDOWN
22551,SCPR,00:05,4571688,8.0,END OF HALF,4572130,9.0,PUNT
22552,PALE,01:29,4536688,5.0,PUNT,4536973,6.0,PUNT
22552,VARI,00:42,4536856,6.0,END OF HALF,4537104,7.0,PUNT
22553,KYCH,03:47,4549104,8.0,MISSED FG,4549772,9.0,DOWNS
22553,KYMO,05:32,4548681,9.0,PUNT,4550147,10.0,PUNT
22554,NYWA,00:39,4569531,6.0,PUNT,4569546,7.0,PUNT
22554,PASF,05:00,4569517,4.0,TOUCHDOWN,4569540,5.0,PUNT
22555,NYCG,03:45,4570307,5.0,FIELD GOAL,4570460,6.0,PUNT
22555,PAUN,00:24,4570370,6.0,END OF HALF,4570380,7.0,TOUCHDOWN
22556,LASO,01:54,4545096,6.0,INTERCEPTION,4545687,7.0,INTERCEPTION
22556,TXSO,00:04,4545537,7.0,END OF HALF,4546020,8.0,PUNT
22557,DEUN,01:23,4538777,6.0,TOUCHDOWN,4539610,7.0,DOWNS
22557,RIUN,00:16,4539112,6.0,FUMBLE,4539405,7.0,PUNT
22558,NYAB,00:48,4538920,6.0,TOUCHDOWN,4539300,7.0,FUMBLE
22558,NYFO,01:16,4538715,6.0,PUNT,4539402,7.0,TOUCHDOWN
22559,LAGR,00:54,4570250,8.0,END OF HALF,4570298,9.0,PUNT
22559,MSJA,01:56,4570231,7.0,FUMBLE,4570275,8.0,TOUCHDOWN
22560,CTYA,00:25,4540056,7.0,END OF HALF,4540701,8.0,INTERCEPTION
22560,MAHC,01:14,4539769,5.0,PUNT,4540230,6.0,DOWNS
22561,CASA,00:58,4544930,7.0,END OF HALF,4545016,8.0,PUNT
22561,IANO,02:03,4544552,7.0,FUMBLE,4545165,8.0,TOUCHDOWN
22562,DEST,03:13,4569210,7.0,MISSED FG,4569273,8.0,PUNT
22562,VALY,04:58,4569193,6.0,PUNT,4569304,7.0,FIELD GOAL
22563,FLSS,00:45,4538623,6.0,PUNT,4539392,7.0,PUNT
22563,NJPR,02:54,4538452,5.0,PUNT,4538869,6.0,TOUCHDOWN
22564,DCGT,01:09,4570982,6.0,DOWNS,4571430,7.0,PUNT
22564,NJMO,00:07,4571011,7.0,END OF HALF,4571462,8.0,TOUCHDOWN
22565,DCHO,00:38,4571841,5.0,END OF HALF,4571878,6.0,FIELD GOAL
22565,GAMH,08:50,4571811,5.0,DOWNS,4571898,6.0,DOWNS
22566,PALF,04:54,4542074,5.0,MISSED FG,4542653,6.0,PUNT
22566,VAWM,09:59,4541467,5.0,FIELD GOAL,4542870,6.0,PUNT
22567,NCEL,00:33,4549789,8.0,END OF HALF,4549957,9.0,MISSED FG
22567,NCGW,01:04,4549589,8.0,TOUCHDOWN,4550519,9.0,FUMBLE
22568,ALAM,05:29,4568730,6.0,DOWNS,4569839,7.0,INTERCEPTION
22568,TNAP,01:55,4568740,6.0,PUNT,4568750,7.0,DOWNS
22569,NMEA,01:51,4551246,9.0,END OF HALF,4551788,10.0,INTERCEPTION
22569,TXTA,02:47,4551066,9.0,MISSED FG,4551838,10.0,FIELD GOAL
22570,NCAN,02:03,4569347,8.0,END OF HALF,4569359,9.0,DOWNS
22570,NCDA,04:25,4569306,7.0,TOUCHDOWN,4569400,8.0,TOUCHDOWN
22571,MSDE,00:48,4568664,7.0,FIELD GOAL,4569237,8.0,PUNT
22571,MSVA,01:19,4568660,7.0,DOWNS,4569250,8.0,FIELD GOAL
22572,LAMC,03:27,4572108,7.0,FIELD GOAL,4572120,8.0,TOUCHDOWN
22572,MSAL,00:33,4572118,8.0,END OF HALF,4572127,9.0,PUNT
22573,FLKE,02:08,4568894,6.0,PUNT,4568939,7.0,PUNT
22573,MOLW,00:42,4568918,7.0,END OF HALF,4568955,8.0,INTERCEPTION
22574,KYST,01:18,4570907,4.0,END OF HALF,4570956,5.0,PUNT
22574,OHDA,07:53,4570816,3.0,FIELD GOAL,4570924,4.0,PUNT
22575,GAKS,01:44,4587706,4.0,MISSED FG,4588355,5.0,TOUCHDOWN
22575,SCWO,00:14,4588096,6.0,END OF HALF,4588801,7.0,PUNT
22576,ALJA,00:23,4582411,6.0,END OF HALF,4582926,7.0,TOUCHDOWN
22576,LANI,01:11,4582298,6.0,DOWNS,4583037,7.0,PUNT
22577,MTST,03:20,4584019,7.0,MISSED FG,4584887,8.0,TOUCHDOWN
22577,WAEA,01:07,4584222,7.0,END OF HALF,4584550,8.0,PUNT
22578,AZNO,03:08,4583526,3.0,FIELD GOAL,4584626,4.0,PUNT
22578,IDUN,00:05,4584130,4.0,END OF HALF,4584762,5.0,FIELD GOAL
22579,CONO,02:30,4580595,5.0,PUNT,4581521,6.0,PUNT
22579,IDST,01:21,4580862,5.0,END OF HALF,4581241,6.0,INTERCEPTION
22580,MTUN,04:51,4608192,5.0,TOUCHDOWN,4608299,6.0,PUNT
22580,ORPS,02:08,4608217,7.0,MISSED FG,4608287,8.0,PUNT
22581,CADA,01:50,4594016,7.0,MISSED FG,4594581,8.0,DOWNS
22581,UTWB,03:46,4593925,7.0,PUNT,4594671,8.0,FIELD GOAL
22582,MAHA,02:45,4578330,6.0,PUNT,4579090,7.0,TOUCHDOWN
22582,RIBR,01:09,4578588,7.0,INTERCEPTION,4579233,8.0,TOUCHDOWN
22583,DCGT,00:59,4577555,5.0,INTERCEPTION,4578722,6.0,TOUCHDOWN
22583,NYCL,00:26,4577661,5.0,FIELD GOAL,4578038,6.0,TOUCHDOWN
22584,CTYA,00:18,4579099,6.0,END OF HALF,4579333,7.0,FIELD GOAL
22584,NYCN,00:39,4578934,6.0,PUNT,4580561,7.0,PUNT
22585,CTSH,00:16,4608655,8.0,END OF HALF,4608699,9.0,PUNT
22585,NHDA,01:22,4608642,7.0,PUNT,4608664,8.0,TOUCHDOWN
22586,KYEA,04:27,4607073,6.0,FIELD GOAL,4607087,7.0,PUNT
22586,TNAP,01:45,4607080,8.0,END OF HALF,4607091,9.0,PUNT
22587,NMWE,01:53,4609025,7.0,PUNT,4609491,8.0,PUNT
22587,TXAC,01:16,4609047,8.0,MISSED FG,4609518,9.0,PUNT
22588,LANW,00:58,4606687,7.0,END OF HALF,4606697,8.0,PUNT
22588,TXLA,03:02,4606659,7.0,PUNT,4607953,8.0,PUNT
22589,PASF,01:26,4607432,6.0,TOUCHDOWN,4607470,7.0,PUNT
22589,VANO,01:00,4607443,7.0,END OF HALF,4607455,8.0,PUNT
22590,NCCE,00:50,4609120,6.0,INTERCEPTION,4609157,7.0,INTERCEPTION
22590,VALY,00:07,4609127,7.0,END OF HALF,4609186,8.0,DOWNS
22591,MOSW,01:08,4581115,5.0,PUNT,4581493,6.0,INTERCEPTION
22591,SDST,00:24,4581256,6.0,MISSED FG,4581720,7.0,TOUCHDOWN
22592,ILSO,03:51,4581931,4.0,TOUCHDOWN,4583575,5.0,MISSED FG
22592,NDUN,00:07,4582847,5.0,END OF HALF,4584139,6.0,DOWNS
22593,NDST,00:44,4579589,7.0,END OF HALF,4579671,8.0,TOUCHDOWN
22593,SDVE,00:50,4579491,7.0,TOUCHDOWN,4580143,8.0,PUNT
22594,LAMC,07:04,4644612,6.0,TOUCHDOWN,4644941,7.0,FIELD GOAL
22594,TXIW,02:04,4644632,6.0,TOUCHDOWN,4644985,7.0,FUMBLE
22595,FLWR,00:06,4591020,9.0,END OF HALF,4591230,10.0,SAFETY
22595,TXSF,01:24,4590572,7.0,FIELD GOAL,4591572,8.0,TOUCHDOWN
22596,SCCH,00:26,4605343,10.0,END OF HALF,4605392,11.0,PUNT
22596,SCFU,06:11,4605307,8.0,TOUCHDOWN,4605369,9.0,PUNT
22597,ALSM,00:03,4606598,6.0,END OF HALF,4606604,7.0,INTERCEPTION
22597,NCWE,04:00,4606483,6.0,FIELD GOAL,4606655,7.0,FIELD GOAL
22598,PALF,00:34,4578849,7.0,END OF HALF,4579030,8.0,PUNT
22598,PAUN,02:04,4578521,7.0,INTERCEPTION,4579572,8.0,PUNT
22599,NJPR,03:10,4580740,5.0,PUNT,4581524,6.0,TOUCHDOWN
22599,PALE,01:25,4581040,5.0,PUNT,4581410,6.0,INTERCEPTION
22600,IADR,00:36,4606061,6.0,END OF HALF,4606100,7.0,FIELD GOAL
22600,NYMR,03:38,4606052,5.0,TOUCHDOWN,4606067,6.0,FIELD GOAL
22601,ALST,01:41,4609350,6.0,MISSED FG,4610507,7.0,FIELD GOAL
22601,TXPV,03:03,4609345,5.0,FUMBLE,4610451,6.0,PUNT
22602,NCEL,04:08,4583157,6.0,PUNT,4584346,7.0,PUNT
22602,VAWM,01:04,4583536,6.0,INTERCEPTION,4584546,7.0,PUNT
22603,NJMO,01:56,4584891,5.0,TOUCHDOWN,4587102,6.0,TOUCHDOWN
22603,PAVI,00:17,4585796,5.0,END OF HALF,4586246,6.0,TOUCHDOWN
22604,DEUN,08:25,4588535,6.0,DOWNS,4590233,7.0,TOUCHDOWN
22604,VAHI,00:41,4589858,7.0,END OF HALF,4590570,8.0,MISSED FG
22605,MDTO,02:39,4583548,4.0,END OF HALF,4584613,5.0,TOUCHDOWN
22605,NHUN,11:11,4582405,3.0,TOUCHDOWN,4584339,4.0,TOUCHDOWN
22606,CTCE,00:19,4608483,4.0,END OF HALF,4608500,5.0,FUMBLE-TD
22606,NYAB,05:24,4608414,4.0,TOUCHDOWN,4608601,5.0,TOUCHDOWN
22607,FLBC,02:24,4606998,5.0,PUNT,4607037,6.0,FIELD GOAL
22607,LAGR,01:04,4607006,7.0,END OF HALF,4607016,8.0,PUNT
22608,CASU,00:12,4577425,7.0,END OF HALF,4578153,8.0,PUNT
22608,INVA,05:35,4577018,6.0,TOUCHDOWN,4577759,7.0,TOUCHDOWN
22609,MAHC,01:32,4577420,8.0,TOUCHDOWN,4577941,9.0,TOUCHDOWN
22609,NYCG,00:41,4577570,8.0,END OF HALF,4577853,9.0,INTERCEPTION
22610,ARCE,01:13,4582061,7.0,MISSED FG,4582519,8.0,PUNT
22610,MOSE,06:31,4581401,6.0,TOUCHDOWN,4582799,7.0,INTERCEPTION
22611,PARM,00:05,4609372,8.0,END OF HALF,4609375,9.0,PUNT
22611,TNEA,00:21,4609365,7.0,TOUCHDOWN,4609395,8.0,PUNT
22612,ILEA,03:28,4605916,5.0,TOUCHDOWN,4605946,6.0,PUNT
22612,KYMU,00:50,4605930,6.0,INTERCEPTION,4605940,7.0,FUMBLE
22613,IANO,03:01,4584755,6.0,FIELD GOAL,4586313,7.0,TOUCHDOWN
22613,ILWE,00:41,4585371,6.0,END OF HALF,4585769,7.0,TOUCHDOWN
22614,DEST,03:26,4606495,5.0,PUNT,4607560,6.0,FIELD GOAL
22614,MAMK,01:05,4606529,6.0,MISSED FG,4607605,7.0,TOUCHDOWN
22615,FLSS,00:49,4578311,9.0,PUNT,4578724,10.0,PUNT
22615,KYMO,00:25,4578376,10.0,END OF HALF,4578517,11.0,DOWNS
22616,NYST,00:05,4579058,9.0,END OF HALF,4580455,10.0,INTERCEPTION
22616,VARI,03:12,4578885,8.0,PUNT,4580491,9.0,PUNT
22617,CALI,02:49,4609646,5.0,PUNT,4609659,6.0,FIELD GOAL
22617,MNST,02:01,4609650,6.0,END OF HALF,4609669,7.0,FUMBLE
22618,MSJA,04:20,4607700,6.0,TOUCHDOWN,4607764,7.0,TOUCHDOWN
22618,MSVA,00:03,4607749,7.0,END OF HALF,4607780,8.0,PUNT
22619,GAME,03:09,4588227,6.0,PUNT,4589466,7.0,TOUCHDOWN
22619,NCGW,05:35,4587941,6.0,PUNT,4588879,7.0,TOUCHDOWN
22620,ALAM,00:15,4608028,7.0,END OF HALF,4608036,8.0,PUNT
22620,FLAM,01:19,4608003,7.0,TOUCHDOWN,4608055,8.0,TOUCHDOWN
22621,ALNO,00:34,4590207,7.0,END OF HALF,4590331,8.0,PUNT
22621,TXTA,01:43,4589805,7.0,PUNT,4590638,8.0,TOUCHDOWN
22622,MOLW,00:34,4605439,5.0,END OF HALF,4606389,6.0,PUNT
22622,TNMR,02:10,4605414,4.0,TOUCHDOWN,4606434,5.0,TOUCHDOWN
22623,NCDA,01:56,4589099,6.0,TOUCHDOWN,4590014,7.0,DOWNS
22623,SCPR,00:42,4589508,7.0,END OF HALF,4589927,8.0,INTERCEPTION
22624,ARPB,04:43,4606512,6.0,PUNT,4606599,7.0,PUNT
22624,MSAL,03:43,4606530,7.0,FIELD GOAL,4606614,8.0,PUNT
22625,NCAT,06:57,4591714,6.0,TOUCHDOWN,4593507,7.0,TOUCHDOWN
22625,SCST,00:32,4592262,7.0,PUNT,4592565,8.0,PUNT
22626,LAMC,00:23,4610230,5.0,END OF HALF,4610319,6.0,FUMBLE
22626,MSCO,06:21,4610140,5.0,DOWNS,4610265,6.0,FUMBLE
22627,UTDX,00:15,4609433,7.0,END OF HALF,4609461,8.0,PUNT
22627,UTSO,05:01,4609381,6.0,TOUCHDOWN,4609439,7.0,PUNT
22628,NYCW,00:38,4607825,7.0,END OF HALF,4607898,8.0,PUNT
22628,RIBT,01:12,4607811,5.0,PUNT,4607828,6.0,DOWNS
22629,TXEA,03:56,4608645,8.0,TOUCHDOWN,4608826,9.0,TOUCHDOWN
22629,TXNA,00:46,4608762,8.0,END OF HALF,4608780,9.0,PUNT
22630,GAME,05:07,4616776,6.0,TOUCHDOWN,4617802,7.0,TOUCHDOWN
22630,SCWO,00:35,4617401,7.0,END OF HALF,4618274,8.0,INTERCEPTION
22631,CASA,02:40,4629914,5.0,PUNT,4630238,6.0,TOUCHDOWN
22631,CASL,00:32,4630156,6.0,END OF HALF,4630569,7.0,PUNT
22632,CONO,00:35,4630398,5.0,END OF HALF,4630492,6.0,PUNT
22632,IDUN,01:21,4630168,5.0,TOUCHDOWN,4630635,6.0,TOUCHDOWN
22633,IDST,00:04,4621675,8.0,END OF HALF,4622371,9.0,PUNT
22633,MTUN,02:14,4621044,6.0,TOUCHDOWN,4621761,7.0,DOWNS
22634,CADA,00:15,4631438,7.0,END OF HALF,4631653,8.0,TOUCHDOWN
22634,MTST,01:19,4631243,6.0,FIELD GOAL,4631576,7.0,PUNT
22635,AZNO,05:27,4623690,5.0,MISSED FG,4624583,6.0,DOWNS
22635,ORPS,00:22,4624269,6.0,END OF HALF,4624990,7.0,PUNT
22636,RIBR,00:19,4628593,8.0,END OF HALF,4629006,9.0,INTERCEPTION
22636,RIUN,00:40,4628400,8.0,TOUCHDOWN,4628849,9.0,PUNT
22637,NJPR,01:52,4616813,7.0,TOUCHDOWN,4617557,8.0,PUNT
22637,NYCL,00:27,4617244,6.0,END OF HALF,4617367,7.0,PUNT
22638,NYCG,01:26,4616745,7.0,FIELD GOAL,4618212,8.0,FIELD GOAL
22638,NYCN,03:36,4616382,6.0,TOUCHDOWN,4617269,7.0,FUMBLE-TD
22639,MAHA,01:30,4621075,7.0,DOWNS,4621901,8.0,TOUCHDOWN
22639,MAHC,03:03,4620494,6.0,FIELD GOAL,4621633,7.0,TOUCHDOWN
22640,NHDA,04:53,4611209,4.0,FIELD GOAL,4611366,5.0,PUNT
22640,PAUN,08:19,4611185,4.0,DOWNS,4611406,5.0,DOWNS
22641,ARCE,00:14,4646346,6.0,END OF HALF,4646361,7.0,TOUCHDOWN
22641,TNAP,04:50,4646047,6.0,FIELD GOAL,4646391,7.0,FUMBLE
22642,KYEA,01:05,4625597,5.0,END OF HALF,4626102,6.0,PUNT
22642,UTSO,03:05,4625278,5.0,PUNT,4626295,6.0,PUNT
22643,TXAC,00:25,4629883,6.0,MISSED FG,4630070,7.0,PUNT
22643,UTDX,00:05,4630011,7.0,END OF HALF,4630339,8.0,PUNT
22644,LANI,01:32,4643850,6.0,TOUCHDOWN,4643920,7.0,FIELD GOAL
22644,LANW,00:24,4643904,6.0,END OF HALF,4643907,7.0,TOUCHDOWN
22645,ILSO,00:05,4628506,6.0,END OF HALF,4628659,7.0,PUNT
